Age [Fe/H] 0_Johnson Ux 1_Johnson B  2_Johnson Bx 3_Johnson V  4_Johnson R  5_Johnson I  6_Johnson J  7_Johnson H  8_Johnson K  9_Johnson L  10_Johnson M 11_Washi. C  12_Washi. M  13_Washi. T1 14_Washi. T2 15_SDSS u    16_SDSS g    17_SDSS r    18_SDSS i    19_SDSS z    20_WF2_f336w 21_WF2_f547m 22_WF2_f555w 23_WF2_f606w 24_WF2_f814w 25_WF2f850lp 26_ACS_f475w 27_ACS_f555w 28_ACS_f606w 29_ACS_f814w 30_ACSf850lp 31_WF3_f336w 32_WF3_f465w 33_WF3_f547m 34_WF3_f555w 35_WF3_f606w 36_WF3_f814w 37_WF3f850lp
 1.0 -2.50 -13.75238800 -14.39867020 -14.40271378 -14.50958633 -14.56884003 -14.59561920 -14.48082733 -14.30369568 -13.83463669 -13.02140045 -12.42142105 -14.11257172 -14.48004913 -14.56453323 -14.59464645 -13.65549088 -14.44223785 -14.54879761 -14.59978867 -14.58967209 -13.46863174 -14.50729370 -14.50760269 -14.54204178 -14.59718704 -14.59159470 -14.44750595 -14.49716854 -14.53711319 -14.59638596 -14.58982086 -13.44789505 -14.45098495 -14.50471115 -14.49824905 -14.53466797 -14.59686661 -14.59064102
 1.0 -2.40 -13.72763062 -14.37685394 -14.38094711 -14.48595047 -14.54190445 -14.56504822 -14.45150757 -14.26910019 -13.80181885 -12.98762894 -12.38326645 -14.09015656 -14.45683289 -14.53784180 -14.56404495 -13.63051987 -14.41963196 -14.52336121 -14.57015610 -14.55917740 -13.44332886 -14.48405457 -14.48381805 -14.51659012 -14.56702042 -14.56109619 -14.42491913 -14.47378159 -14.51174927 -14.56617737 -14.55932617 -13.42275620 -14.42848969 -14.48128510 -14.47476578 -14.50930405 -14.56661987 -14.56040955
 1.0 -2.30 -13.70281601 -14.35413361 -14.35813141 -14.46218872 -14.51816559 -14.54026413 -14.42950821 -14.24264908 -13.77515411 -12.96145630 -12.35483170 -14.06732559 -14.43262100 -14.51408005 -14.53921509 -13.60539627 -14.39596939 -14.49976254 -14.54555130 -14.53498459 -13.41788864 -14.46035767 -14.46014023 -14.49263000 -14.54255295 -14.53700638 -14.40129948 -14.44978714 -14.48777771 -14.54166031 -14.53533936 -13.39744568 -14.40488434 -14.45748138 -14.45098877 -14.48537827 -14.54209900 -14.53653717
 1.0 -2.20 -13.67810059 -14.33272934 -14.33657455 -14.44073486 -14.49915695 -14.52304459 -14.41462326 -14.22313690 -13.75378418 -12.94196320 -12.33450317 -14.04528046 -14.41031265 -14.49503326 -14.52196884 -13.58010864 -14.37386322 -14.48023224 -14.52793121 -14.51881409 -13.39229202 -14.43886948 -14.43902588 -14.47275162 -14.52532196 -14.52085876 -14.37929916 -14.42798615 -14.46768188 -14.52447891 -14.51901627 -13.37164307 -14.38291168 -14.43572998 -14.42959976 -14.46510696 -14.52490234 -14.52042389
 1.0 -2.10 -13.64990616 -14.31007767 -14.31404495 -14.41798401 -14.48118591 -14.50780487 -14.39644241 -14.19777679 -13.72432327 -12.91514969 -12.30825043 -14.02105713 -14.38668823 -14.47681046 -14.50676727 -13.55094528 -14.35064697 -14.46070480 -14.51246643 -14.50381088 -13.36266708 -14.41569138 -14.41684341 -14.45280457 -14.50998688 -14.50598145 -14.35608673 -14.40480804 -14.44757843 -14.50929260 -14.50424957 -13.34166336 -14.35969162 -14.41245747 -14.40708160 -14.44476318 -14.50970459 -14.50565338
 1.0 -2.00 -13.62178421 -14.29055786 -14.29456329 -14.39891434 -14.46487427 -14.49365997 -14.38143539 -14.18312454 -13.70886993 -12.90200806 -12.29553986 -13.99827194 -14.36730957 -14.45997620 -14.49269867 -13.52161407 -14.33125305 -14.44326019 -14.49796295 -14.48997116 -13.33270645 -14.39639664 -14.39797211 -14.43521500 -14.49578094 -14.49250412 -14.33672333 -14.38565063 -14.42976379 -14.49514008 -14.49050140 -13.31123734 -14.34032440 -14.39310837 -14.38816833 -14.42692947 -14.49567795 -14.49204636
 1.0 -1.90 -13.59340286 -14.27378082 -14.27782822 -14.38327026 -14.44948959 -14.47944641 -14.36864853 -14.17924118 -13.70772552 -12.90255356 -12.29608917 -13.97664261 -14.35185242 -14.44425964 -14.47843933 -13.49168396 -14.31542206 -14.42736053 -14.48327637 -14.47622681 -13.30176926 -14.38081360 -14.38246918 -14.41959763 -14.48170853 -14.47867203 -14.32088947 -14.37005615 -14.41415024 -14.48102570 -14.47673035 -13.27976990 -14.32461929 -14.37738419 -14.37276459 -14.41128922 -14.48149872 -14.47846222
 1.0 -1.80 -13.57481384 -14.27761078 -14.28182983 -14.38806915 -14.45040512 -14.47714233 -14.36598587 -14.17902374 -13.71017838 -12.90465164 -12.29550934 -13.97113800 -14.35807800 -14.44561768 -14.47589111 -13.47023392 -14.32122421 -14.42970276 -14.48226929 -14.47341919 -13.27442646 -14.38572311 -14.38735962 -14.42221546 -14.47963333 -14.47594833 -14.32662582 -14.37528229 -14.41702271 -14.47897339 -14.47397614 -13.25164795 -14.33055878 -14.38246155 -14.37811661 -14.41432953 -14.47952747 -14.47570419
 1.0 -1.70 -13.55516434 -14.27913666 -14.28374100 -14.39134216 -14.45087147 -14.47518158 -14.36387634 -14.17951965 -13.71245193 -12.90683365 -12.29376984 -13.96381760 -14.36244965 -14.44639969 -14.47389603 -13.44802475 -14.32487106 -14.43098354 -14.48126602 -14.47118759 -13.24704742 -14.38927460 -14.39068985 -14.42382431 -14.47792816 -14.47392273 -14.33031464 -14.37897491 -14.41898346 -14.47731400 -14.47188187 -13.22351074 -14.33424759 -14.38600159 -14.38184357 -14.41630554 -14.47797012 -14.47365189
 1.0 -1.60 -13.53483963 -14.27811432 -14.28290939 -14.39208603 -14.44945908 -14.47177887 -14.36053753 -14.17883682 -13.71307755 -12.90763855 -12.28983688 -13.95483780 -14.36401653 -14.44478989 -14.47030640 -13.42538548 -14.32570553 -14.43018341 -14.47849655 -14.46755600 -13.22023010 -14.39011765 -14.39144135 -14.42345047 -14.47492981 -14.47048187 -14.33111191 -14.38002014 -14.41861725 -14.47409821 -14.46832275 -13.19589615 -14.33527374 -14.38697147 -14.38282013 -14.41589737 -14.47461700 -14.47041321
