Age [Fe/H] 0_Johnson Ux 1_Johnson B  2_Johnson Bx 3_Johnson V  4_Johnson R  5_Johnson I  6_Johnson J  7_Johnson H  8_Johnson K  9_Johnson L  10_Johnson M 11_Washi. C  12_Washi. M  13_Washi. T1 14_Washi. T2 15_SDSS u    16_SDSS g    17_SDSS r    18_SDSS i    19_SDSS z    20_WF2_f336w 21_WF2_f547m 22_WF2_f555w 23_WF2_f606w 24_WF2_f814w 25_WF2f850lp 26_ACS_f475w 27_ACS_f555w 28_ACS_f606w 29_ACS_f814w 30_ACSf850lp 31_WF3_f336w 32_WF3_f465w 33_WF3_f547m 34_WF3_f555w 35_WF3_f606w 36_WF3_f814w 37_WF3f850lp
 1.0 -2.50 -13.38428116 -13.94610214 -13.94784927 -13.99704742 -14.05442810 -14.08448029 -13.96415329 -13.81774521 -13.34757233 -12.54492569 -11.94917297 -13.70798492 -13.97347260 -14.04877472 -14.08345032 -13.29253006 -13.96043777 -14.03266525 -14.08852005 -14.07864761 -13.15004730 -13.99430847 -13.99760818 -14.02758026 -14.08632278 -14.08053970 -13.96376038 -13.98546219 -14.02309799 -14.08552933 -14.07894135 -13.13384247 -13.96567917 -13.99201202 -13.99108887 -14.02036953 -14.08577728 -14.07995987
 1.0 -2.40 -13.37467194 -13.94956589 -13.95109177 -13.98101425 -14.01833725 -14.03108978 -13.89007854 -13.72524261 -13.25749207 -12.45078278 -11.84845448 -13.70833206 -13.96552277 -14.01470947 -14.02939224 -13.27997971 -13.95976639 -14.00311661 -14.04064941 -14.02012253 -13.13298798 -13.97939301 -13.98209763 -14.00037384 -14.03390121 -14.02185440 -13.96214294 -13.97229004 -13.99735641 -14.03242111 -14.02008057 -13.11772156 -13.96366882 -13.97783279 -13.97823334 -13.99518967 -14.03314972 -14.02087021
 1.0 -2.30 -13.36711884 -13.95127869 -13.95262527 -13.96525192 -13.98529053 -13.98251724 -13.82125092 -13.63976288 -13.17351913 -12.36300659 -11.75630569 -13.70863724 -13.95642853 -13.98352146 -13.98035431 -13.26984024 -13.95739365 -13.97579193 -13.99732208 -13.96668625 -13.11915588 -13.96427155 -13.96654892 -13.97517014 -13.98636627 -13.96798706 -13.95899582 -13.95872116 -13.97332382 -13.98434830 -13.96662521 -13.10436153 -13.96009064 -13.96333313 -13.96514893 -13.97160339 -13.98536682 -13.96695709
 1.0 -2.20 -13.36071014 -13.95256805 -13.95378113 -13.95087147 -13.95581436 -13.93928146 -13.75836182 -13.56102753 -13.09597778 -12.28189468 -11.67199707 -13.70907211 -13.94795990 -13.95555878 -13.93645096 -13.26108170 -13.95495987 -13.95119858 -13.95865154 -13.91863632 -13.10663605 -13.95051956 -13.95250320 -13.95247269 -13.94389725 -13.91985703 -13.95568848 -13.94621277 -13.95166397 -13.94150162 -13.91844177 -13.09255219 -13.95656967 -13.95013046 -13.95302963 -13.95035934 -13.94271469 -13.91854477
 1.0 -2.10 -13.35477066 -13.95368958 -13.95468140 -13.93798828 -13.92945862 -13.90060425 -13.70101547 -13.48921967 -13.02494812 -12.20726395 -11.59494781 -13.70940018 -13.94009781 -13.93095779 -13.89738846 -13.25292206 -13.95256042 -13.92941666 -13.92447281 -13.87580109 -13.09497547 -13.93811798 -13.93994904 -13.93233490 -13.90611267 -13.87656403 -13.95277786 -13.93507767 -13.93251801 -13.90339279 -13.87516785 -13.08142090 -13.95326233 -13.93821335 -13.94233322 -13.93160629 -13.90453339 -13.87519836
 1.0 -2.00 -13.34870052 -13.95405197 -13.95495224 -13.92621613 -13.90636444 -13.86615753 -13.64880371 -13.42352676 -12.95987701 -12.13881302 -11.52461624 -13.70896053 -13.93282700 -13.90897369 -13.86256409 -13.24477005 -13.95000076 -13.91006088 -13.89393997 -13.83724976 -13.08353043 -13.92676926 -13.92831421 -13.91442108 -13.87237930 -13.83800125 -13.94974899 -13.92477798 -13.91544724 -13.86904144 -13.83657837 -13.07043839 -13.94987488 -13.92739105 -13.93250656 -13.91462708 -13.87059402 -13.83629608
 1.0 -1.90 -13.34223938 -13.95472717 -13.95547104 -13.91693878 -13.88729095 -13.83747101 -13.60395145 -13.36663055 -12.90350342 -12.07919312 -11.46342468 -13.70830917 -13.92707062 -13.89105225 -13.83339691 -13.23622513 -13.94824982 -13.89425659 -13.86874771 -13.80506134 -13.07165146 -13.91774654 -13.91930008 -13.89981461 -13.84456635 -13.80539703 -13.94747543 -13.91659927 -13.90156555 -13.84052277 -13.80404282 -13.05892181 -13.94745255 -13.91868210 -13.92472076 -13.90109634 -13.84238052 -13.80353546
 1.0 -1.80 -13.33969498 -13.97766113 -13.97872925 -13.94354630 -13.91212845 -13.85892487 -13.62145615 -13.38241959 -12.92008209 -12.09376526 -11.47475815 -13.72050858 -13.95446396 -13.91627884 -13.85465240 -13.23030090 -13.97402191 -13.91991043 -13.89189053 -13.82537842 -13.05722809 -13.94449615 -13.94589615 -13.92561340 -13.86647034 -13.82577515 -13.97335052 -13.94348526 -13.92750931 -13.86225891 -13.82444763 -13.04374695 -13.97355747 -13.94545364 -13.95159054 -13.92688370 -13.86425781 -13.82393265
 1.0 -1.70 -13.33461761 -13.99634647 -13.99776077 -13.96619797 -13.93276978 -13.87705994 -13.63702774 -13.39673233 -12.93509293 -12.10707855 -11.48433685 -13.72918701 -13.97747421 -13.93716431 -13.87258911 -13.22214890 -13.99568176 -13.94118118 -13.91098022 -13.84258747 -13.04167175 -13.96715546 -13.96839905 -13.94706345 -13.88489246 -13.84339142 -13.99504089 -13.96619415 -13.94921494 -13.88071823 -13.84180546 -13.02746582 -13.99535847 -13.96815109 -13.97430420 -13.94859695 -13.88265228 -13.84144592
 1.0 -1.60 -13.32846546 -14.01139069 -14.01299953 -13.98487473 -13.94988632 -13.89221954 -13.65069962 -13.40975189 -12.94860077 -12.11931992 -11.49305725 -13.73520660 -13.99658966 -13.95445347 -13.88769054 -13.21327209 -14.01327515 -13.95896530 -13.92698669 -13.85749435 -13.02639771 -13.98600006 -13.98715591 -13.96506119 -13.90028000 -13.85821247 -14.01280975 -13.98512268 -13.96722412 -13.89593506 -13.85675812 -13.01153564 -14.01324844 -13.98714828 -13.99300766 -13.96676636 -13.89790726 -13.85641479
 1.0 -1.50 -13.32113647 -14.02281189 -14.02472305 -14.00002289 -13.96405792 -13.90489578 -13.66283417 -13.42184353 -12.96119308 -12.13085175 -11.50114822 -13.73872757 -14.01186752 -13.96859741 -13.90023804 -13.20362091 -14.02721786 -13.97337341 -13.94021606 -13.86986923 -13.01119614 -14.00125122 -14.00214386 -13.97964096 -13.91308594 -13.87069321 -14.02677917 -14.00042725 -13.98181152 -13.90870667 -13.86912918 -12.99574280 -14.02735138 -14.00230026 -14.00812912 -13.98136520 -13.91072083 -13.86891937
 1.0 -1.40 -13.30297947 -14.04356766 -14.04601669 -14.03023529 -13.99286747 -13.93225479 -13.69147873 -13.45140457 -12.99142075 -12.15932083 -11.52236938 -13.74269104 -14.04195023 -13.99757385 -13.92750931 -13.18090820 -14.05346680 -14.00282288 -13.96843338 -13.89733505 -12.97760010 -14.03157806 -14.03222275 -14.00908279 -13.94094086 -13.89850235 -14.05338287 -14.03063965 -14.01129246 -13.93653107 -13.89672947 -12.96072769 -14.05432510 -14.03260422 -14.03814697 -14.01097107 -13.93841171 -13.89678574
 1.0 -1.30 -13.28340054 -14.05442047 -14.05731201 -14.04983139 -14.01282883 -13.95236969 -13.71401596 -13.47588253 -13.01645660 -12.18329239 -11.54042053 -13.74041653 -14.06093216 -14.01738358 -13.94754028 -13.15807343 -14.06904602 -14.02265167 -13.98831940 -13.91780472 -12.94636154 -14.05127716 -14.05152512 -14.02877808 -13.96090317 -13.91916656 -14.06928253 -14.05011654 -14.03084946 -13.95671463 -13.91725159 -12.92826080 -14.07056427 -14.05215073 -14.05733490 -14.03049469 -13.95869064 -13.91770172
 1.0 -1.20 -13.26016998 -14.06193542 -14.06542206 -14.06917953 -14.03409958 -13.97492981 -13.73691177 -13.50078201 -13.04192734 -12.20796204 -11.55972290 -13.73425293 -14.07867146 -14.03852844 -13.97014999 -13.13206482 -14.08231354 -14.04364014 -14.01043701 -13.94073486 -12.91218185 -14.07070160 -14.07063293 -14.04912567 -13.98342514 -13.94209671 -14.08290482 -14.06889343 -14.05105591 -13.97925568 -13.94026184 -12.89262390 -14.08457947 -14.07134628 -14.07552719 -14.05070877 -13.98110962 -13.94057083
 1.0 -1.10 -13.23608398 -14.06533813 -14.06936646 -14.08470535 -14.05276871 -13.99539566 -13.75794220 -13.52402115 -13.06606674 -12.23169708 -11.57894135 -13.72499847 -14.09243393 -14.05698395 -13.99073029 -13.10588455 -14.09135437 -14.06148148 -14.03029633 -13.96150208 -12.87884903 -14.08621597 -14.08573914 -14.06627655 -14.00362396 -13.96298599 -14.09237671 -14.08398056 -14.06804657 -13.99954605 -13.96105194 -12.85787964 -14.09448242 -14.08664703 -14.09016037 -14.06747818 -14.00154495 -13.96132278
 1.0 -1.00 -13.21185684 -14.06377411 -14.06826019 -14.09576416 -14.06756210 -14.01317596 -13.77741241 -13.54610062 -13.08922577 -12.25494385 -11.59836197 -13.71253586 -14.10125732 -14.07150269 -14.00856018 -13.08050919 -14.09531403 -14.07538223 -14.04690170 -13.97982025 -12.84761047 -14.09717560 -14.09670258 -14.07942963 -14.02096558 -13.98120880 -14.09688854 -14.09442139 -14.08085632 -14.01690292 -13.97923279 -12.82527542 -14.09931564 -14.09729004 -14.10016632 -14.08018494 -14.01871109 -13.97967911
 1.0 -0.90 -13.18758392 -14.05794907 -14.06287384 -14.10279465 -14.07930756 -14.02843857 -13.79595566 -13.56743622 -13.11167145 -12.27779007 -11.61784744 -13.69709396 -14.10599899 -14.08278275 -14.02398682 -13.05590820 -14.09492111 -14.08600616 -14.06084442 -13.99610138 -12.81851578 -14.10423279 -14.10345840 -14.08914185 -14.03596497 -13.99728012 -14.09700775 -14.10083771 -14.09017944 -14.03193283 -13.99566746 -12.79475403 -14.09978104 -14.10411072 -14.10614395 -14.08945465 -14.03382111 -13.99578094
 1.0 -0.80 -13.14695740 -14.03973770 -14.04541016 -14.10522461 -14.08912659 -14.04410172 -13.81877518 -13.59654999 -13.14217377 -12.30939102 -11.64261627 -13.66622925 -14.10414505 -14.09204865 -14.04000092 -13.01588821 -14.08495331 -14.09421539 -14.07400894 -14.01357269 -12.77418518 -14.10655975 -14.10522842 -14.09563828 -14.05091095 -14.01482391 -14.08780670 -14.10214233 -14.09610367 -14.04738235 -14.01318741 -12.74874496 -14.09127426 -14.10591888 -14.10649872 -14.09510422 -14.04883957 -14.01330566
